Nombre,Candidato,Score_nombre,Dirección,Dirección_candidato,Score_dirección
Instituto por Cooperativa de Diversificado,Instituto de Diversificado por Cooperativa,100.0,CABECERA MUNICIPAL,CABECERA MUNICIPAL,100.0
Instituto de Diversificado por Cooperativa,Instituto por Cooperativa de Diversificado,100.0,CABECERA MUNICIPAL,CABECERA MUNICIPAL,100.0
Colegio Mixto Particular Ixtapan,Colegio Particular Mixto Ixtapan,100.0,5A AVENIDA 3 - 80 ZONA 1 BARRIO EL MORON,5TA AVENIDA 3 - 80 ZONA 1 BARRIO EL MORÓN,96.2962962962963
Colegio Particular Mixto Ixtapan,Colegio Mixto Particular Ixtapan,100.0,5TA AVENIDA 3 - 80 ZONA 1 BARRIO EL MORÓN,5A AVENIDA 3 - 80 ZONA 1 BARRIO EL MORON,96.2962962962963
Colegio Centro de Formacion Profesional Pre-universitaria del Ciclo Diversificado,Colegio Centro de Formacion Profesional Preuniversitaria del Ciclo Diversificado,99.37888198757764,BARRIO EL CENTRO,BARRIO EL CENTRO,100.0
Colegio Centro de Formacion Profesional Preuniversitaria del Ciclo Diversificado,Colegio Centro de Formacion Profesional Pre-universitaria del Ciclo Diversificado,99.37888198757764,BARRIO EL CENTRO,BARRIO EL CENTRO,100.0
Colegio Centro de Formacion Profesional Preuniversitaria del Ciclo Diversificado,Colegio Centro de Formacion Profesional Pre-universitaria del Ciclo Diversificado,99.37888198757764,BARRIO EL CENTRO,BARRIO EL CENTRO,100.0
Colegio Centro de Formacion Profesional Pre-universitaria del Ciclo Diversificado,Colegio Centro de Formacion Profesional Preuniversitaria del Ciclo Diversificado,99.37888198757764,BARRIO EL CENTRO,BARRIO EL CENTRO,100.0
Colegio Evangelco Tecnologico Privado Mixto Bersheba Bless God,Colegio Evangelico Tecnologico Privado Mixto Bersheba Bless God,99.2,CABECERA MUNICIPAL,CABECERA MUNICIPAL,100.0
Colegio Evangelico Tecnologico Privado Mixto Bersheba Bless God,Colegio Evangelco Tecnologico Privado Mixto Bersheba Bless God,99.2,CABECERA MUNICIPAL,CABECERA MUNICIPAL,100.0
Instituto Tecnico Particular de Diversificado Intecpadi,"Instituto Tecnico Particular de Diversificado, Intecpadi",99.09909909909909,5TA. CALLE 5 - 43 ZONA 1,5A. CALLE 5 - 43 ZONA 1,97.87234042553192
"Instituto Tecnico Particular de Diversificado, Intecpadi",Instituto Tecnico Particular de Diversificado Intecpadi,99.09909909909909,5A. CALLE 5 - 43 ZONA 1,5TA. CALLE 5 - 43 ZONA 1,97.87234042553192
Instituto Nacional Pc. Brenda Elizabeth del CID Medrano,Instituto Nacional Pc Brenda Elizabeth del CID Medrano,99.08256880733946,ALDEA EL DURAZNO,ALDEA EL DURAZNO,100.0
Instituto Nacional Pc Brenda Elizabeth del CID Medrano,Instituto Nacional Pc. Brenda Elizabeth del CID Medrano,99.08256880733946,ALDEA EL DURAZNO,ALDEA EL DURAZNO,100.0
Centro de Estudios Preuniversitarios Cahabon -ceprec-,Centro de Estudios Preuniversitario Cahabon -ceprec-,99.04761904761905,BARRIO SAN PABLO,BARRIO SAN PABLO,100.0
Centro de Estudios Preuniversitario Cahabon -ceprec-,Centro de Estudios Preuniversitarios Cahabon -ceprec-,99.04761904761905,BARRIO SAN PABLO,BARRIO SAN PABLO,100.0
Centro Educativo Privado Mixto Vision Integral -cevi-,Centro Educativo Privado Mixto Vision Integral -cevi,99.04761904761905,ALDEA LAS POZAS,ALDEA LAS POZAS,100.0
Centro Educativo Privado Mixto Vision Integral -cevi,Centro Educativo Privado Mixto Vision Integral -cevi-,99.04761904761905,ALDEA LAS POZAS,ALDEA LAS POZAS,100.0
"Instituto Nacional de Educación Diversificada, INED",INED Instituto Nacional de Educación Diversificada,99.00990099009901,BARRIO EL CENTRO,BARRIO EL CENTRO,100.0
INED Instituto Nacional de Educación Diversificada,"Instituto Nacional de Educación Diversificada, INED",99.00990099009901,BARRIO EL CENTRO,BARRIO EL CENTRO,100.0
Colegio Bilingue de Computacion C.b.c el Carmen,Colegio Bilingue de Computacion C.b.c. el Carmen,98.94736842105263,"31 CALLE 00 - 52, COLONIA EL CARMEN","31 CALLE 00 - 52, COLONIA EL CARMEN",100.0
Colegio Bilingue de Computacion C.b.c el Carmen,Colegio Bilingue de Computacion C.b.c. el Carmen,98.94736842105263,"31 CALLE 00 - 52, COLONIA EL CARMEN",31 CALLE 0 - 52 COLONIA EL CARMEN,97.05882352941177
Colegio Bilingue de Computacion C.b.c el Carmen,Colegio Bilingue de Computacion C.b.c. el Carmen,98.94736842105263,"31 CALLE 00 - 52, COLONIA EL CARMEN",31 CALLE 00 - 52 COLONIA EL CARMEN,98.55072463768117
Colegio Bilingue de Computacion C.b.c. el Carmen,Colegio Bilingue de Computacion C.b.c el Carmen,98.94736842105263,31 CALLE 0 - 52 COLONIA EL CARMEN,"31 CALLE 00 - 52, COLONIA EL CARMEN",97.05882352941177
Colegio Bilingue de Computacion C.b.c. el Carmen,Colegio Bilingue de Computacion C.b.c el Carmen,98.94736842105263,31 CALLE 00 - 52 COLONIA EL CARMEN,"31 CALLE 00 - 52, COLONIA EL CARMEN",98.55072463768117
Centro Educativo Maya Comunitario Oxlajuj Q´anil,Centro Educativo Maya Comunitario Oxlajuj Qanil,98.94736842105263,"CASERÍO CENTRO, ALDEA HACIENDA MARÍA",CASERIO CENTRO ALDEA HACIENDA MARIA,92.95774647887323
Centro Educativo Maya Comunitario Oxlajuj Qanil,Centro Educativo Maya Comunitario Oxlajuj Q´anil,98.94736842105263,CASERIO CENTRO ALDEA HACIENDA MARIA,"CASERÍO CENTRO, ALDEA HACIENDA MARÍA",92.95774647887323
Colegio Bilingue de Computacion C.b.c. el Carmen,Colegio Bilingue de Computacion C.b.c el Carmen,98.94736842105263,"31 CALLE 00 - 52, COLONIA EL CARMEN","31 CALLE 00 - 52, COLONIA EL CARMEN",100.0
"Liceo Mixto Tecnico en Computacion Senda 2,000",Liceo Mixto Tecnico en Computacion Senda 2000,98.9010989010989,CALZADA SAN JUAN 12 - 73,CALZADA SAN JUAN 12 - 73,100.0
Liceo Mixto Tecnico en Computacion Senda 2000,"Liceo Mixto Tecnico en Computacion Senda 2,000",98.9010989010989,CALZADA SAN JUAN 12 - 73,CALZADA SAN JUAN 12 - 73,100.0
Instituto Privado Mixto por Madurez el Saber,Institiuto Privado Mixto por Madurez el Saber,98.87640449438202,3A. AVENIDA ENTRE 6A. Y 7A. CALLE,3A. AVENIDA ENTRE 6A. Y 7A. CALLE,100.0
Institiuto Privado Mixto por Madurez el Saber,Instituto Privado Mixto por Madurez el Saber,98.87640449438202,3A. AVENIDA ENTRE 6A. Y 7A. CALLE,3A. AVENIDA ENTRE 6A. Y 7A. CALLE,100.0
Instituto Particular Mixto de Educacion Básica y Diversificada Dr. Pedro Molina,Instituto Particular Mixto de Educacion Basica y Diversificada Dr. Pedro Molina,98.73417721518987,BARRIO EL CARRIZAL,BARRIO EL CARRIZAL,100.0
Instituto Particular Mixto de Educacion Basica y Diversificada Dr. Pedro Molina,Instituto Particular Mixto de Educacion Básica y Diversificada Dr. Pedro Molina,98.73417721518987,BARRIO EL CARRIZAL,BARRIO EL CARRIZAL,100.0
Instituto Particular Mixto de Educacion Basica y Diversificada Dr. Pedro Molina,Instituto Particular Mixto de Educacion Básica y Diversificada Dr. Pedro Molina,98.73417721518987,BARRIO EL CARRIZAL,BARRIO EL CARRIZAL,100.0
Instituto Particular Mixto de Educacion Basica y Diversificada Dr. Pedro Molina,Instituto Particular Mixto de Educacion Básica y Diversificada Dr. Pedro Molina,98.73417721518987,BARRIO EL CARRIZAL,BARRIO EL CARRIZAL,100.0
Instituto Particular Mixto de Educación Básica y Diversificada Dr. Pedro Molina,Instituto Particular Mixto de Educacion Básica y Diversificada Dr. Pedro Molina,98.73417721518987,BARRIO EL CARRIZAL,BARRIO EL CARRIZAL,100.0
Instituto Particular Mixto de Educacion Básica y Diversificada Dr. Pedro Molina,Instituto Particular Mixto de Educación Básica y Diversificada Dr. Pedro Molina,98.73417721518987,BARRIO EL CARRIZAL,BARRIO EL CARRIZAL,100.0
Instituto Particular Mixto de Educacion Básica y Diversificada Dr. Pedro Molina,Instituto Particular Mixto de Educacion Basica y Diversificada Dr. Pedro Molina,98.73417721518987,BARRIO EL CARRIZAL,BARRIO EL CARRIZAL,100.0
Instituto Particular Mixto de Educacion Básica y Diversificada Dr. Pedro Molina,Instituto Particular Mixto de Educacion Basica y Diversificada Dr. Pedro Molina,98.73417721518987,BARRIO EL CARRIZAL,BARRIO EL CARRIZAL,100.0
Instituto Particular Mixto de Educación Básica y Diversificada Dr. Pedro Molina,Instituto Particular Mixto de Educacion Básica y Diversificada Dr. Pedro Molina,98.73417721518987,BARRIO EL CARRIZAL,BARRIO EL CARRIZAL,100.0
Instituto Particular Mixto de Educacion Basica y Diversificada Dr. Pedro Molina,Instituto Particular Mixto de Educacion Básica y Diversificada Dr. Pedro Molina,98.73417721518987,BARRIO EL CARRIZAL,BARRIO EL CARRIZAL,100.0
Instituto Particular Mixto de Educacion Básica y Diversificada Dr. Pedro Molina,Instituto Particular Mixto de Educación Básica y Diversificada Dr. Pedro Molina,98.73417721518987,BARRIO EL CARRIZAL,BARRIO EL CARRIZAL,100.0
Instituto Particular Mixto de Educacion Básica y Diversificada Dr. Pedro Molina,Instituto Particular Mixto de Educacion Basica y Diversificada Dr. Pedro Molina,98.73417721518987,BARRIO EL CARRIZAL,BARRIO EL CARRIZAL,100.0
Instituto de Educación Básica y Diversificado para Adultos Fundación Pantaleón,Instituto de Educación Básica y Diversificado para Adultos Fundación Pantaleon,98.71794871794873,INGENIO PANTALEÓN,INGENIO PANTALEON,94.11764705882352
Instituto de Educación Básica y Diversificado para Adultos Fundación Pantaleon,Instituto de Educación Básica y Diversificado para Adultos Fundación Pantaleón,98.71794871794873,INGENIO PANTALEON,INGENIO PANTALEÓN,94.11764705882352
Instituto de Educación Básica y Diversificado para Adultos Fundación Pantaleón,Instituto de Educación Básica y Diversificado para Adultos Fundación Pantaleon,98.71794871794873,INGENIO PANTALEÓN,INGENIO PANTALEON,94.11764705882352
Instituto de Educación Básica y Diversificado para Adultos Fundación Pantaleon,Instituto de Educación Básica y Diversificado para Adultos Fundación Pantaleón,98.71794871794873,INGENIO PANTALEON,INGENIO PANTALEÓN,94.11764705882352
Centro Educativo Integral Siquinalteco,Centro Educativo Integral Siquinalteco.,98.7012987012987,6A CALLE 5 - 58 ZONA 0,6TA. CALLE 5 - 58 ZONA 0,95.65217391304348
Instituto Tecnológico Howard W. Hunter.,Instituto Tecnológico Howard W. Hunter,98.7012987012987,"0 CALLE 0 - 65 ZONA 1, CALZADA VIRGILIO RODRIGUEZ MACAL SANTA ELENA DE LA CRUZ","0 CALLE 0 - 65 ZONA 1 CALZADA VIRGILIO RODRÍGUEZ MACAL, SANTA ELENA DE LA CRUZ",97.43589743589743
Instituto Tecnológico Howard W. Hunter,Instituto Tecnológico Howard W. Hunter.,98.7012987012987,"0 CALLE 0 - 65 ZONA 1 CALZADA VIRGILIO RODRÍGUEZ MACAL, SANTA ELENA DE LA CRUZ","0 CALLE 0 - 65 ZONA 1, CALZADA VIRGILIO RODRIGUEZ MACAL SANTA ELENA DE LA CRUZ",97.43589743589743
Centro Educativo Integral Siquinalteco,Centro Educativo Integral Siquinalteco.,98.7012987012987,6TA CALLE 5 - 58 ZONA 0,6TA. CALLE 5 - 58 ZONA 0,97.87234042553192
Centro Educativo Integral Siquinalteco.,Centro Educativo Integral Siquinalteco,98.7012987012987,6TA. CALLE 5 - 58 ZONA 0,6A CALLE 5 - 58 ZONA 0,95.65217391304348
Centro Educativo Integral Siquinalteco.,Centro Educativo Integral Siquinalteco,98.7012987012987,6TA. CALLE 5 - 58 ZONA 0,6TA CALLE 5 - 58 ZONA 0,97.87234042553192
Instituto Nacional de Educacion Diversificada Doctora Sara Cabarrus de Ruíz,Instituto Nacional de Educación Diversificada Doctora Sara Cabarrus de Ruíz,98.66666666666667,FINAL CALZADA JOSE MILLA Y VIDAURRE Y 26 AVENIDA,FINAL CALZADA JOSÉ MILLA Y VÍDAURRE Y 26 AVENIDA,95.83333333333334
Instituto Nacional de Educacion Diversificada Doctora Sara Cabarrus de Ruíz,Instituto Nacional de Educación Diversificada Doctora Sara Cabarrus de Ruíz,98.66666666666667,FINAL CALZADA JOSE MILLA Y VIDAURRE Y 26 AVENIDA,FINAL CALZADA JOSÉ MILLA Y VIDAUDRRE Y 26 AVENIDA,96.90721649484536
Instituto Nacional de Educación Diversificada Doctora Sara Cabarrus de Ruíz,Instituto Nacional de Educacion Diversificada Doctora Sara Cabarrus de Ruíz,98.66666666666667,FINAL CALZADA JOSÉ MILLA Y VIDAUDRRE Y 26 AVENIDA,FINAL CALZADA JOSE MILLA Y VIDAURRE Y 26 AVENIDA,96.90721649484536
Instituto Nacional de Educación Diversificada Doctora Sara Cabarrus de Ruíz,Instituto Nacional de Educacion Diversificada Doctora Sara Cabarrus de Ruíz,98.66666666666667,FINAL CALZADA JOSÉ MILLA Y VÍDAURRE Y 26 AVENIDA,FINAL CALZADA JOSE MILLA Y VIDAURRE Y 26 AVENIDA,95.83333333333334
Instituto Privado de Educación de Ciencias y Tecnologia la Sagrada Familia,Instituto Privado de Educacion de Ciencias y Tecnologia la Sagrada Familia,98.64864864864865,BARRIO SAN PABLO,BARRIO SAN PABLO,100.0
Instituto Privado de Educación de Ciencias y Tecnologia la Sagrada Familia,Instituto Privado de Educación de Ciencias y Tecnología la Sagrada Familia,98.64864864864865,BARRIO SAN PABLO,BARRIO SAN PABLO,100.0
Instituto Privado de Educación de Ciencias y Tecnología la Sagrada Familia,Instituto Privado de Educación de Ciencias y Tecnologia la Sagrada Familia,98.64864864864865,BARRIO SAN PABLO,BARRIO SAN PABLO,100.0
Instituto Privado de Educacion de Ciencias y Tecnologia la Sagrada Familia,Instituto Privado de Educación de Ciencias y Tecnologia la Sagrada Familia,98.64864864864865,BARRIO SAN PABLO,BARRIO SAN PABLO,100.0
Instituto Privado Mixto de Formacion Magisterial con Orientacion Bilingüe,Instituto Privado Mixto de Formacion Magisterial con Orientacion Bilingue,98.63013698630137,CABECERA MUNICIPAL,CABECERA MUNICIPAL,100.0
Instituto Privado Mixto de Formacion Magisterial con Orientacion Bilingue,Instituto Privado Mixto de Formacion Magisterial con Orientacion Bilingüe,98.63013698630137,CABECERA MUNICIPAL,CABECERA MUNICIPAL,100.0
Instituto Particular Mixto de Formacion y Desarrollo Profesional Indeforp,Instituto Particular Mixto de Formación y Desarrollo Profesional Indeforp,98.63013698630137,CALLE PRINCIPAL,CALLE PRINCIPAL,100.0
Instituto Particular Mixto de Formación y Desarrollo Profesional Indeforp,Instituto Particular Mixto de Formacion y Desarrollo Profesional Indeforp,98.63013698630137,CALLE PRINCIPAL,CALLE PRINCIPAL,100.0
Instituto Particular Mixto de Formacion y Desarrollo Profesional Indeforp,Instituto Particular Mixto de Formación y Desarrollo Profesional Indeforp,98.63013698630137,ENTRADA AL MUNICIPIO DE COMAPA,ENTRADA AL MUNICIPIO DE COMAPA,100.0
Instituto Particular Mixto de Formación y Desarrollo Profesional Indeforp,Instituto Particular Mixto de Formacion y Desarrollo Profesional Indeforp,98.63013698630137,ENTRADA AL MUNICIPIO DE COMAPA,ENTRADA AL MUNICIPIO DE COMAPA,100.0
Instituto Tecnológico de la Universidad del Valle de Guatemala Altiplano,Instituto Tecnologico de la Universidad del Valle de Guatemala Altiplano,98.61111111111111,"KM. 137, CASERÍO XOLBÉ ALDEA EL TABLÓN","KM. 137, CASERÍO XOLBÉ ALDEA EL TABLÓN",100.0
Instituto Tecnologico de la Universidad del Valle de Guatemala Altiplano,Instituto Tecnológico de la Universidad del Valle de Guatemala Altiplano,98.61111111111111,"KM. 137, CASERÍO XOLBÉ ALDEA EL TABLÓN","KM. 137, CASERÍO XOLBÉ ALDEA EL TABLÓN",100.0
Colegio Mixto Luis Cardoza y Aragón.,Colegio Mixto Luis Cardoza y Aragón,98.59154929577466,4A AVENIDA 5 - 112 BARRIO CHIPILAPA,4A AVENIDA 5 - 112 BARRIO CHIPILAPA,100.0
Instituto Mixto Miguel de Cervantes,Instituto Mixto Miguel de Cervantes.,98.59154929577466,1A. AVENIDA 5A CALLE ZONA 1 CALLEJÓN GUANAJIHS,1A. AVENIDA Y 5A. CALLE ZONA 1 CALLEJÓN GUANAJIHS,96.84210526315789
Colegio Mixto Luis Cardoza y Aragón,Colegio Mixto Luis Cardoza y Aragón.,98.59154929577466,4A AVENIDA 5 - 112 BARRIO CHIPILAPA,4A AVENIDA 5 - 112 BARRIO CHIPILAPA,100.0
Colegio Mixto Luis Cardoza y Aragón,Colegio Mixto Luis Cardoza y Aragón.,98.59154929577466,4A AVENIDA 5 - 112 BARRIO CHIPILAPA,4A AVENIDA 5 - 112 BARRIO CHIPILAPA,100.0
Instituto Mixto Miguel de Cervantes.,Instituto Mixto Miguel de Cervantes,98.59154929577466,1A. AVENIDA Y 5A. CALLE ZONA 1 CALLEJÓN GUANAJIHS,1A. AVENIDA 5A CALLE ZONA 1 CALLEJÓN GUANAJIHS,96.84210526315789
Colegio Mixto Luis Cardoza y Aragón,Colegio Mixto Luis Cardoza y Aragón.,98.59154929577466,4A AVENIDA 5 - 112 BARRIO CHIPILAPA,4A AVENIDA 5 - 112 BARRIO CHIPILAPA,100.0
Colegio Mixto Luis Cardoza y Aragón,Colegio Mixto Luis Cardoza y Aragón.,98.59154929577466,4A AVENIDA 5 - 112 BARRIO CHIPILAPA,4A AVENIDA 5 - 112 BARRIO CHIPILAPA,100.0
Colegio Mixto Luis Cardoza y Aragón.,Colegio Mixto Luis Cardoza y Aragón,98.59154929577466,4A AVENIDA 5 - 112 BARRIO CHIPILAPA,4A AVENIDA 5 - 112 BARRIO CHIPILAPA,100.0
Colegio Mixto Luis Cardoza y Aragón.,Colegio Mixto Luis Cardoza y Aragón,98.59154929577466,4A AVENIDA 5 - 112 BARRIO CHIPILAPA,4A AVENIDA 5 - 112 BARRIO CHIPILAPA,100.0
Colegio Mixto Luis Cardoza y Aragón.,Colegio Mixto Luis Cardoza y Aragón,98.59154929577466,4A AVENIDA 5 - 112 BARRIO CHIPILAPA,4A AVENIDA 5 - 112 BARRIO CHIPILAPA,100.0
Colegio Particular Mixto Centro de Estudios de Informatica Compumaster,Colegio Particular Mixto Centro de Estudios de Informática Compumaster,98.57142857142858,2A. AVENIDA 7 - 06 ZONA 4,2A. AVENIDA 7 - 06 ZONA 4,100.0
Colegio Particular Mixto Centro de Estudios de Informática Compumaster,Colegio Particular Mixto Centro de Estudios de Informatica Compumaster,98.57142857142858,2A. AVENIDA 7 - 06 ZONA 4,2A. AVENIDA 7 - 06 ZONA 4,100.0
Colegio Particular Mixto Centro de Estudios de Informatica Compumaster,Colegio Particular Mixto Centro de Estudios de Informática Compumaster,98.57142857142858,2A. AVENIDA 7 - 06 ZONA 4,2A. AVENIDA 7 - 06 ZONA 4,100.0
Colegio Particular Mixto Centro de Estudios de Informática Compumaster,Colegio Particular Mixto Centro de Estudios de Informatica Compumaster,98.57142857142858,2A. AVENIDA 7 - 06 ZONA 4,2A. AVENIDA 7 - 06 ZONA 4,100.0
Colegio de Informatica Imb-pc No 2,Colegio de Informatica Imb-pc No. 2,98.55072463768117,AVENIDA PETAPA 30 - 64,AVENIDA PETAPA 30 - 64,100.0
Colegio de Informatica Imb-pc No. 2,Colegio de Informatica Imb-pc No 2,98.55072463768117,AVENIDA PETAPA 30 - 64,AVENIDA PETAPA 30 - 64,100.0
Colegio Educativo de Desarrollo Informatico y Cientifico de Amatitlan,Colegio Educativo de Desarrollo Informatico y Cientifico de Amatitlán,98.55072463768117,CALLE C LOTE 129 COLONIA LUPITA,"CALLE C LOTE 129, COLONIA LUPITA",98.41269841269842
Colegio Educativo de Desarrollo Informatico y Cientifico de Amatitlan,Colegio Educativo de Desarrollo Informatico y Cientifico de Amatitlán,98.55072463768117,"CALLE C, LOTE 129, COLONIA LUPITA","CALLE C LOTE 129, COLONIA LUPITA",98.46153846153847
Colegio Educativo de Desarrollo Informatico y Cientifico de Amatitlán,Colegio Educativo de Desarrollo Informatico y Cientifico de Amatitlan,98.55072463768117,"CALLE C LOTE 129, COLONIA LUPITA","CALLE C, LOTE 129, COLONIA LUPITA",98.46153846153847
Colegio Educativo de Desarrollo Informatico y Cientifico de Amatitlán,Colegio Educativo de Desarrollo Informatico y Cientifico de Amatitlan,98.55072463768117,"CALLE C LOTE 129, COLONIA LUPITA",CALLE C LOTE 129 COLONIA LUPITA,98.41269841269842
Colegio de Informatica Imb-pc No. 2,Colegio de Informatica Imb-pc No 2,98.55072463768117,AVENIDA PETAPA 30 - 64,AVENIDA PETAPA 30 - 64,100.0
Colegio Particular Mixto el Reparo,Colegio Particular Mixto el Reparo.,98.55072463768117,ESCUELA OFICIAL RURAL MIXTA DE ALDEA EL REPARO,ESCUELA OFICIAL RURAL MIXTA. ALDEA EL REPARO,95.55555555555556
Centro Educativo Fe y Alegría No. 2,Centro Educativo Fe y Alegría No 2,98.55072463768117,29 CALLE SECTOR 3 COLONIA CAROLINGIA ZONA 6,29 CALLE SECTOR 3 COLONIA CAROLINGIA ZONA 6,100.0
Centro Educativo Fe y Alegría No 2,Centro Educativo Fe y Alegría No. 2,98.55072463768117,29 CALLE SECTOR 3 COLONIA CAROLINGIA ZONA 6,29 CALLE SECTOR 3 COLONIA CAROLINGIA ZONA 6,100.0
Colegio Particular Mixto el Reparo.,Colegio Particular Mixto el Reparo,98.55072463768117,ESCUELA OFICIAL RURAL MIXTA. ALDEA EL REPARO,ESCUELA OFICIAL RURAL MIXTA DE ALDEA EL REPARO,95.55555555555556
Colegio de Informatica Imb-pc No 2,Colegio de Informatica Imb-pc No. 2,98.55072463768117,AVENIDA PETAPA 30 - 64,AVENIDA PETAPA 30 - 64,100.0
Colegio de Informatica Imb-pc No 2,Colegio de Informatica Imb-pc No. 2,98.55072463768117,AVENIDA PETAPA 30 - 64,AVENIDA PETAPA 30 - 64,100.0
Colegio de Informatica Imb-pc No. 2,Colegio de Informatica Imb-pc No 2,98.55072463768117,AVENIDA PETAPA 30 - 64,AVENIDA PETAPA 30 - 64,100.0
Centro de Estudios Técnicos y Avanzados de Chimaltenango C.e.t.a.ch.,Centro de Estudios Tecnicos y Avanzados de Chimaltenango C.e.t.a.ch.,98.52941176470588,8A. AVENIDA 3 - 59 ZONA 2,8A. AVENIDA 3 - 59 ZONA 2,100.0
Centro de Estudios Técnicos y Avanzados de Chimaltenango C.e.t.a.ch.,Centro de Estudios Tecnicos y Avanzados de Chimaltenango C.e.t.a.ch.,98.52941176470588,8A. AVENIDA 3 - 59 ZONA 2,8A. AVENIDA 3 - 59 ZONA 2,100.0
Centro de Estudios Técnicos y Avanzados de Chimaltenango C.e.t.a.ch.,Centro de Estudios Tecnicos y Avanzados de Chimaltenango C.e.t.a.ch.,98.52941176470588,8A. AVENIDA 3 - 59 ZONA 2,8A. AVENIDA 3 - 59 ZONA 2,100.0
Centro de Estudios Técnicos y Avanzados de Chimaltenango C.e.t.a.ch.,Centro de Estudios Tecnicos y Avanzados de Chimaltenango C.e.t.a.ch.,98.52941176470588,8A. AVENIDA 3 - 59 ZONA 2,8A. AVENIDA 3 - 59 ZONA 2,100.0
Liceo de Computación C.s.s Zona 7,Liceo de Computación C.s.s. Zona 7,98.50746268656717,CALZADA SAN JUAN 38 - 83 COLONIA EL RODEO,CALZADA SAN JUAN 38 - 83 COLONIA EL RODEO ZONA 7,92.13483146067416
Liceo de Computación C.s.s. Zona 7,Liceo de Computación C.s.s Zona 7,98.50746268656717,CALZADA SAN JUAN 38 - 83 COLONIA EL RODEO ZONA 7,CALZADA SAN JUAN 38 - 83 COLONIA EL RODEO,92.13483146067416
Escuela Experimental con Orientacion Ocupacional Villa de los Niños,Escuela Experimental con Orientación Ocupacional Villa de los Niños,98.50746268656717,16 AVENIDA FINAL 22 - 99 PROYECTO 4 - 4,16 AVENIDA FINAL 22 - 99 PROYECTO 4 - 4,100.0
Centro Educativo Integral Fagioli,"Centro Educativo Integral, Fagioli",98.50746268656717,"BARRIO EL CENTRO, ALDEA EL NARANJO","BARRIO EL CENTRO, ALDEA EL NARANJO",100.0
Instituto Particular Formacion y Desarrollo Profesional Indeforp II,Instituto Particular Formación y Desarrollo Profesional Indeforp II,98.50746268656717,"CASERIO SAN MIGUEL, ALDEA ESCUINAPA.","CASERÍO SAN MIGUEL, ALDEA ESCUINAPA",95.77464788732395
Instituto Particular Formación y Desarrollo Profesional Indeforp II,Instituto Particular Formacion y Desarrollo Profesional Indeforp II,98.50746268656717,"CASERÍO SAN MIGUEL, ALDEA ESCUINAPA","CASERIO SAN MIGUEL, ALDEA ESCUINAPA.",95.77464788732395
"Centro Educativo Integral, Fagioli",Centro Educativo Integral Fagioli,98.50746268656717,"BARRIO EL CENTRO, ALDEA EL NARANJO","BARRIO EL CENTRO, ALDEA EL NARANJO",100.0
Escuela Experimental con Orientación Ocupacional Villa de los Niños,Escuela Experimental con Orientacion Ocupacional Villa de los Niños,98.50746268656717,16 AVENIDA FINAL 22 - 99 PROYECTO 4 - 4,16 AVENIDA FINAL 22 - 99 PROYECTO 4 - 4,100.0
Instituto de Estudios Especializados en Ciencias de la Computación,Instituto de Estudios Especializados en Ciencias de la Computacion,98.48484848484848,3RA. CALLE 3 - 59,3A. CALLE 3 - 59,96.96969696969697
Instituto de Estudios Especializados en Ciencias de la Computacion,Instituto de Estudios Especializados en Ciencias de la Computación,98.48484848484848,3A. CALLE 3 - 59,3RA. CALLE 3 - 59,96.96969696969697
Instituto de Estudios Especializados en Ciencias de la Computacion,Instituto de Estudios Especializados en Ciencias de la Computación,98.48484848484848,3A. CALLE 3 - 59,3RA. CALLE 3 - 59,96.96969696969697
Instituto de Estudios Especializados en Ciencias de la Computación,Instituto de Estudios Especializados en Ciencias de la Computacion,98.48484848484848,3RA. CALLE 3 - 59,3A. CALLE 3 - 59,96.96969696969697
Instituto Tecnológico Vocacional Marco Tulio de la Cruz Morales,Instituto Tecnologico Vocacional Marco Tulio de la Cruz Morales,98.41269841269842,"2A. CALLE 4 - 45 ZONA 4, BARRIO SAN FELIPE","2A. CALLE 4 - 45 ZONA 4, BARRIO SAN FELIPE",100.0
Instituto Tecnologico Vocacional Marco Tulio de la Cruz Morales,Instituto Tecnológico Vocacional Marco Tulio de la Cruz Morales,98.41269841269842,"2A. CALLE 4 - 45 ZONA 4, BARRIO SAN FELIPE","2A. CALLE 4 - 45 ZONA 4, BARRIO SAN FELIPE",100.0
Colegio Mixto Biligue Britannia,Colegio Mixto Bilingue Britannia,98.41269841269842,ALDEA EL NARANJO,ALDEA EL NARANJO,100.0
Liceo Mixto Binlingüe Canadiense,Liceo Mixto Bilingüe Canadiense,98.41269841269842,6A. CALLE Y 4A. AVENIDA,6A. CALLE Y 4A. AVENIDA,100.0
Instituto Tecnologico Vocacional Marco Tulio de la Cruz Morales,Instituto Tecnológico Vocacional Marco Tulio de la Cruz Morales,98.41269841269842,"2A. CALLE ZONA 4, BARRIO SAN FELIPE","2A. CALLE 4 - 45 ZONA 4, BARRIO SAN FELIPE",90.9090909090909
Instituto Tecnologico Vocacional Marco Tulio de la Cruz Morales,Instituto Tecnológico Vocacional Marco Tulio de la Cruz Morales,98.41269841269842,"2A. CALLE ZONA 4, BARRIO SAN FELIPE","2A. CALLE 4 - 45 ZONA 4, BARRIO SAN FELIPE",90.9090909090909
Liceo Mixto Binlingüe Canadiense,Liceo Mixto Bilingüe Canadiense,98.41269841269842,6A. CALLE Y 4A. AVENIDA,6A. CALLE Y 4A. AVENIDA,100.0
